ACCEPTED	FAMILY	SPECIES_NAME_PRINT	BIONOMIAL	SUBSP_VAR	SUBFAMILY	SUPERTRIBE	TRIBE_FULL	GENUS	GROWTH_FORM	WCVP_WGSRPD_LEVEL_1_native	WCVP_WGSRPD_LEVEL_2_native	WCVP_WGSRPD_LEVEL_3_native	Island_endemic	gbif_matchType	gbif_usageKey	checked_KasperH_if_not_ACCEPTED
Y	Brassicaceae	Pachycladon exile	Pachycladon exile		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	W	5	51	NZS	N	EXACT	5552484	
Y	Brassicaceae	Pachycladon fasciarium	Pachycladon fasciarium		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	8252991	
Y	Brassicaceae	Pachycladon fastigiatum	Pachycladon fastigiatum		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	5552480	
Y	Brassicaceae	Pachycladon latisiliquum	Pachycladon latisiliquum		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	5552473	
Y	Brassicaceae	Pachycladon novae-zelandiae	Pachycladon novae-zelandiae		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	5373410	
Y	Brassicaceae	Pachycladon radicatum	Pachycladon radicatum		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	50	TAS	Y	EXACT	5552469	
Y	Brassicaceae	Pachycladon stellatum	Pachycladon stellatum		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	5552467	
Y	Brassicaceae	Pachycladon wallii	Pachycladon wallii		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachycladon	H	5	51	NZS	N	EXACT	5373406	
Y	Brassicaceae	Pachymitus cardaminoides	Pachymitus cardaminoides		Brassicoideae	Camelinodae (I)	Microlepidieae	Pachymitus	H	5	50	NSW, SOA, VIC		EXACT	3040890	
Y	Brassicaceae	Phlegmatospermum cochlearinum	Phlegmatospermum cochlearinum		Brassicoideae	Camelinodae (I)	Microlepidieae	Phlegmatospermum	H	5	50	NSW, SOA, WAU		EXACT	3050384	
Y	Brassicaceae	Phlegmatospermum drummondii	Phlegmatospermum drummondii		Brassicoideae	Camelinodae (I)	Microlepidieae	Phlegmatospermum	H	5	50	WAU		EXACT	3050372	
Y	Brassicaceae	Phlegmatospermum eremaeum	Phlegmatospermum eremaeum		Brassicoideae	Camelinodae (I)	Microlepidieae	Phlegmatospermum	H	5	50	SOA, VIC, WAU		EXACT	3050382	
Y	Brassicaceae	Phlegmatospermum richardsii	Phlegmatospermum richardsii		Brassicoideae	Camelinodae (I)	Microlepidieae	Phlegmatospermum	H	5	50	SOA, WAU		EXACT	3050377	
Y	Brassicaceae	Scambopus curvipes	Scambopus curvipes		Brassicoideae	Camelinodae (I)	Microlepidieae	Scambopus	H	5	50	SOA		EXACT	3050737	
Y	Brassicaceae	Stenopetalum anfractum	Stenopetalum anfractum		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	NTA, SOA, WAU		EXACT	3042369	
Y	Brassicaceae	Stenopetalum decipiens	Stenopetalum decipiens		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	W	5	50	NTA, QLD, WAU		EXACT	3042367	
Y	Brassicaceae	Stenopetalum filifolium	Stenopetalum filifolium		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	3042359	
Y	Brassicaceae	Stenopetalum gracile	Stenopetalum gracile		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	3042371	
Y	Brassicaceae	Stenopetalum lineare	Stenopetalum lineare		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	NSW, NTA, QLD, SOA, TAS, VIC, WAU		EXACT	3042364	
Y	Brassicaceae	Stenopetalum nutans	Stenopetalum nutans		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	NSW, NTA, QLD, SOA, WAU		EXACT	3042358	
Y	Brassicaceae	Stenopetalum pedicellare	Stenopetalum pedicellare		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	8157979	
Y	Brassicaceae	Stenopetalum robustum	Stenopetalum robustum		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	3042370	
Y	Brassicaceae	Stenopetalum salicola	Stenopetalum salicola		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	3042361	
Y	Brassicaceae	Stenopetalum saxatile	Stenopetalum saxatile		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	WAU		EXACT	3689900	
Y	Brassicaceae	Stenopetalum sphaerocarpum	Stenopetalum sphaerocarpum		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	NSW, SOA, VIC, WAU		EXACT	3042368	
Y	Brassicaceae	Stenopetalum velutinum	Stenopetalum velutinum		Brassicoideae	Camelinodae (I)	Microlepidieae	Stenopetalum	H	5	50	NSW, NTA, QLD, SOA, WAU		EXACT	3042360	
Y	Brassicaceae	Notothlaspi australe	Notothlaspi australe		Brassicoideae	Heliophilodae (V)	Notothlaspideae	Notothlaspi	H	5	51	NZS	N	EXACT	3043189	
Y	Brassicaceae	Notothlaspi rosulatum	Notothlaspi rosulatum		Brassicoideae	Heliophilodae (V)	Notothlaspideae	Notothlaspi	H	5	51	NZS	N	EXACT	3043187	
Y	Brassicaceae	Notothlaspi viretum	Notothlaspi viretum		Brassicoideae	Heliophilodae (V)	Notothlaspideae	Notothlaspi	H	5	51	NZS	N	EXACT	10891133	
Y	Brassicaceae	Murbeckiella boryi	Murbeckiella boryi		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	1, 2	12, 20	MOR, POR, SPA		EXACT	3048759	
Y	Brassicaceae	Murbeckiella huetii	Murbeckiella huetii		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	3	33, 34	NCS, TCS, TUR		EXACT	3048742	
Y	Brassicaceae	Murbeckiella omissa	Murbeckiella omissa		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	1	12	FRA		EXACT	11800362	
Y	Brassicaceae	Murbeckiella pinnatifida	Murbeckiella pinnatifida		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	1	11, 12, 13	FRA, ITA, SPA, SWI		EXACT	3048749	
Y	Brassicaceae	Murbeckiella sousae	Murbeckiella sousae		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	1	12	POR		EXACT	3048748	
Y	Brassicaceae	Murbeckiella zanonii	Murbeckiella zanonii		Brassicoideae	Camelinodae (I)	Oreophytoneae	Murbeckiella	H	1	13	ITA		EXACT	3048735	
Y	Brassicaceae	Oreophyton falcatum	Oreophyton falcatum		Brassicoideae	Camelinodae (I)	Oreophytoneae	Oreophyton	H	2	23, 24, 25	ETH, KEN, RWA, TAN, UGA, ZAI		EXACT	3041509	
Y	Brassicaceae	Dimorphocarpa candicans	Dimorphocarpa candicans		Brassicoideae	Camelinodae (I)	Physarieae	Dimorphocarpa	H	7	74, 77	KAN, NWM, OKL, TEX		EXACT	3047649	
Y	Brassicaceae	Dimorphocarpa membranacea	Dimorphocarpa membranacea		Brassicoideae	Camelinodae (I)	Physarieae	Dimorphocarpa	H	7	79	MXE		EXACT	3047657	
Y	Brassicaceae	Dimorphocarpa pinnatifida	Dimorphocarpa pinnatifida		Brassicoideae	Camelinodae (I)	Physarieae	Dimorphocarpa	H	7	76, 79	ARI, MXN		EXACT	3047656	
Y	Brassicaceae	Dimorphocarpa wislizenii	Dimorphocarpa wislizenii		Brassicoideae	Camelinodae (I)	Physarieae	Dimorphocarpa	H	7	73, 76, 77, 79	ARI, COL, MXE, MXN, NEV, NWM, TEX, UTA		EXACT	3047653	
Y	Brassicaceae	Dithyrea californica	Dithyrea californica		Brassicoideae	Camelinodae (I)	Physarieae	Dithyrea	H	7	76, 79	ARI, CAL, MXN, NEV		EXACT	3053543	
Y	Brassicaceae	Dithyrea maritima	Dithyrea maritima		Brassicoideae	Camelinodae (I)	Physarieae	Dithyrea	H	7	76, 79	CAL, MXN		EXACT	3053541	
Y	Brassicaceae	Lyrocarpa coulteri	Lyrocarpa coulteri		Brassicoideae	Camelinodae (I)	Physarieae	Lyrocarpa	W	7	76, 79	ARI, CAL, MXN		EXACT	3040711	
Y	Brassicaceae	Lyrocarpa linearifolia	Lyrocarpa linearifolia		Brassicoideae	Camelinodae (I)	Physarieae	Lyrocarpa	W	7	79	MXN		EXACT	3040709	
Y	Brassicaceae	Lyrocarpa xantii	Lyrocarpa xantii		Brassicoideae	Camelinodae (I)	Physarieae	Lyrocarpa	H	7	79	MXN		EXACT	3040710	
Y	Brassicaceae	Nerisyrenia baconiana	Nerisyrenia baconiana		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	79	MXE		EXACT	3047252	
Y	Brassicaceae	Nerisyrenia camporum	Nerisyrenia camporum		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	77, 79	MXE, NWM, TEX		EXACT	3047258	
Y	Brassicaceae	Nerisyrenia castillonii	Nerisyrenia castillonii		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	W	7	79	MXE		EXACT	3047254	
Y	Brassicaceae	Nerisyrenia gracilis	Nerisyrenia gracilis		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	79	MXE		EXACT	3047250	
Y	Brassicaceae	Nerisyrenia gypsophila	Nerisyrenia gypsophila		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	W	7	79	MXE		EXACT	3047257	
Y	Brassicaceae	Nerisyrenia hypercorax	Nerisyrenia hypercorax		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	77	NWM		EXACT	10747607	
Y	Brassicaceae	Nerisyrenia incana	Nerisyrenia incana		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	W	7	79	MXE		EXACT	3047253	
Y	Brassicaceae	Nerisyrenia johnstonii	Nerisyrenia johnstonii		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	79	MXE		EXACT	3047256	
Y	Brassicaceae	Nerisyrenia linearifolia	Nerisyrenia linearifolia		Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H	7	77, 79	MXE, NWM, TEX		EXACT	3047261	
Y	Brassicaceae	Nerisyrenia linearifolia var. linearifolia	Nerisyrenia linearifolia	var. linearifolia	Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H			NA		EXACT	7068633	
Y	Brassicaceae	Nerisyrenia linearifolia var. mexicana	Nerisyrenia linearifolia	var. mexicana	Brassicoideae	Camelinodae (I)	Physarieae	Nerisyrenia	H			NA		EXACT	3047262	
Y	Brassicaceae	Paysonia auriculata	Paysonia auriculata		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	74, 77	KAN, OKL, TEX		EXACT	3044407	
Y	Brassicaceae	Paysonia densipila	Paysonia densipila		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	78	ALA, TEN		EXACT	3044424	
Y	Brassicaceae	Paysonia grandiflora	Paysonia grandiflora		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	77	TEX		EXACT	3044417	
Y	Brassicaceae	Paysonia lasiocarpa	Paysonia lasiocarpa		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	77, 79	MXE, MXG, TEX		EXACT	3044395	
Y	Brassicaceae	Paysonia lasiocarpa subsp. berlanderii	Paysonia lasiocarpa	subsp. berlanderii	Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H			NA		FUZZY	3044404	
Y	Brassicaceae	Paysonia lasiocarpa subsp. heterochroma	Paysonia lasiocarpa	subsp. heterochroma	Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H			NA		EXACT	3044401	
Y	Brassicaceae	Paysonia lasiocarpa subsp. lasiocarpa	Paysonia lasiocarpa	subsp. lasiocarpa	Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H			NA		EXACT	7068750	
Y	Brassicaceae	Paysonia lescurii	Paysonia lescurii		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	78	ALA, KTY, TEN		EXACT	3044413	
Y	Brassicaceae	Paysonia lyrata	Paysonia lyrata		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	78	ALA		EXACT	3044393	
Y	Brassicaceae	Paysonia perforata	Paysonia perforata		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	78	TEN		EXACT	3044422	
Y	Brassicaceae	Paysonia stonensis	Paysonia stonensis		Brassicoideae	Camelinodae (I)	Physarieae	Paysonia	H	7	78	TEN		EXACT	3044411	
Y	Brassicaceae	Physaria acutifolia	Physaria acutifolia		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74, 76, 77	ARI, COL, IDA, MNT, NEV, NWM, SDA, UTA, WYO		EXACT	3049037	
Y	Brassicaceae	Physaria alpestris	Physaria alpestris		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WAS		EXACT	3048970	
Y	Brassicaceae	Physaria alpina	Physaria alpina		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3048922	
Y	Brassicaceae	Physaria angustifolia	Physaria angustifolia		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	74, 77	OKL, TEX		EXACT	3048977	
Y	Brassicaceae	Physaria arctica	Physaria arctica		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	3, 7	31, 70, 71, 72	ABT, ALU, ASK, BRC, GNL, LAB, MAG, MAN, NFL, NUN, NWT, QUE, YUK		EXACT	3048910	
Y	Brassicaceae	Physaria arenosa	Physaria arenosa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	71, 73, 74	ABT, COL, MAN, MNT, NDA, NEB, SAS, SDA, WYO		EXACT	3049257	
Y	Brassicaceae	Physaria arenosa subsp. arenosa	Physaria arenosa	subsp. arenosa	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225662	
Y	Brassicaceae	Physaria arenosa subsp. argillosa	Physaria arenosa	subsp. argillosa	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049258	
Y	Brassicaceae	Physaria argentea	Physaria argentea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXC, MXE, MXG		EXACT	3049090	
Y	Brassicaceae	Physaria argyraea	Physaria argyraea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77, 79	MXE, MXS, TEX		EXACT	3049045	
Y	Brassicaceae	Physaria argyraea subsp. argyraea	Physaria argyraea	subsp. argyraea	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	#N/A			NA		EXACT	3049046	
Y	Brassicaceae	Physaria argyraea subsp. argyrea	Physaria argyraea	subsp. argyrea	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H							
Y	Brassicaceae	Physaria argyraea subsp. diffusa	Physaria argyraea	subsp. diffusa	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049051	
Y	Brassicaceae	Physaria arizonica	Physaria arizonica		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	ARI, UTA		EXACT	3048907	
Y	Brassicaceae	Physaria aurea	Physaria aurea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	NWM		EXACT	3049247	
Y	Brassicaceae	Physaria bellii	Physaria bellii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3048898	
Y	Brassicaceae	Physaria berlandieri	Physaria berlandieri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3049224	
Y	Brassicaceae	Physaria brassicoides	Physaria brassicoides		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 74	COL, MNT, NDA, NEB, SDA, WYO		EXACT	3049235	
Y	Brassicaceae	Physaria calcicola	Physaria calcicola		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 77	COL, NWM		EXACT	3049207	
Y	Brassicaceae	Physaria calderi	Physaria calderi		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	70	ASK, NWT, YUK		EXACT	8046431	
Y	Brassicaceae	Physaria carinata	Physaria carinata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA, MNT, WYO		EXACT	3049150	
Y	Brassicaceae	Physaria carinata subsp. carinata	Physaria carinata	subsp. carinata	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7068668	
Y	Brassicaceae	Physaria carinata subsp. paysonii	Physaria carinata	subsp. paysonii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049151	
Y	Brassicaceae	Physaria carinata subsp. pulchella	Physaria carinata	subsp. pulchella	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049157	
Y	Brassicaceae	Physaria chambersii	Physaria chambersii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	ARI, CAL, IDA, NEV, ORE, UTA		EXACT	3049200	
Y	Brassicaceae	Physaria cinerea	Physaria cinerea		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	ARI		EXACT	3049070	
Y	Brassicaceae	Physaria condensata	Physaria condensata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WYO		EXACT	3049182	
Y	Brassicaceae	Physaria congesta	Physaria congesta		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	COL		EXACT	3049042	
Y	Brassicaceae	Physaria cordiformis	Physaria cordiformis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76	CAL, IDA, NEV, UTA		EXACT	3049143	
Y	Brassicaceae	Physaria crassistigma	Physaria crassistigma		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	8	85	AGW		EXACT	3049089	
Y	Brassicaceae	Physaria curvipes	Physaria curvipes		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT, WYO		EXACT	3049218	
Y	Brassicaceae	Physaria densiflora	Physaria densiflora		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77, 79	MXE, TEX		EXACT	3048991	
Y	Brassicaceae	Physaria didymocarpa	Physaria didymocarpa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	71, 73	ABT, BRC, IDA, MNT, WAS, WYO		EXACT	3049104	
Y	Brassicaceae	Physaria didymocarpa subsp. didymocarpa	Physaria didymocarpa	subsp. didymocarpa	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	#N/A			NA		EXACT	7225665	
Y	Brassicaceae	Physaria didymocarpa subsp. dimorphocarpa	Physaria didymocarpa	subsp. dimorphocarpa	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H							
Y	Brassicaceae	Physaria didymocarpa subsp. lanata	Physaria didymocarpa	subsp. lanata	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049110	
Y	Brassicaceae	Physaria didymocarpa subsp. lyrata	Physaria didymocarpa	subsp. lyrata	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049105	
Y	Brassicaceae	Physaria dornii	Physaria dornii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WYO		EXACT	3049082	
Y	Brassicaceae	Physaria douglasii	Physaria douglasii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	71, 73	BRC, IDA, MNT, ORE, WAS		EXACT	7973911	
Y	Brassicaceae	Physaria douglasii subsp. douglasii	Physaria douglasii	subsp. douglasii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225668	
Y	Brassicaceae	Physaria douglasii subsp. tuplashensis	Physaria douglasii	subsp. tuplashensis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048926	
Y	Brassicaceae	Physaria eburniflora	Physaria eburniflora		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WYO		EXACT	3049060	
Y	Brassicaceae	Physaria engelmannii	Physaria engelmannii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	74, 77	OKL, TEX		EXACT	3048899	
Y	Brassicaceae	Physaria eriocarpa	Physaria eriocarpa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT		EXACT	3049201	
Y	Brassicaceae	Physaria fendleri	Physaria fendleri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	W	7	73, 74, 76, 77, 79	ARI, COL, KAN, MXE, MXN, MXS, NWM, OKL, TEX, UTA		EXACT	3049236	
Y	Brassicaceae	Physaria filiformis	Physaria filiformis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	74, 78	ALA, ARK, MSO		EXACT	3049220	
Y	Brassicaceae	Physaria floribunda	Physaria floribunda		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 77	COL, NWM		EXACT	3048987	
Y	Brassicaceae	Physaria floribunda subsp. floribunda	Physaria floribunda	subsp. floribunda	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225661	
Y	Brassicaceae	Physaria floribunda subsp. osterhoutii	Physaria floribunda	subsp. osterhoutii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048988	
Y	Brassicaceae	Physaria fremontii	Physaria fremontii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	WYO		EXACT	3049202	
Y	Brassicaceae	Physaria garrettii	Physaria garrettii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	UTA		EXACT	3049185	
Y	Brassicaceae	Physaria geyeri	Physaria geyeri		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA, MNT, ORE, WAS		EXACT	3048961	
Y	Brassicaceae	Physaria geyeri subsp. geyeri	Physaria geyeri	subsp. geyeri	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225660	
Y	Brassicaceae	Physaria geyeri subsp. purpurea	Physaria geyeri	subsp. purpurea	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048966	
Y	Brassicaceae	Physaria globosa	Physaria globosa		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	75, 78	INI, KTY, TEN		EXACT	3049113	
Y	Brassicaceae	Physaria gooddingii	Physaria gooddingii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77	ARI, NWM		EXACT	3049084	
Y	Brassicaceae	Physaria gordonii	Physaria gordonii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	74, 76, 77, 79	ARI, KAN, MXE, MXN, NWM, OKL, TEX		EXACT	3049062	
Y	Brassicaceae	Physaria gracilis	Physaria gracilis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	74, 77, 78	ALA, KAN, LOU, MSI, OKL, TEX		EXACT	3049021	
Y	Brassicaceae	Physaria gracilis subsp. gracilis	Physaria gracilis	subsp. gracilis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225658	
Y	Brassicaceae	Physaria gracilis subsp. nuttallii	Physaria gracilis	subsp. nuttallii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049022	
Y	Brassicaceae	Physaria grahamii	Physaria grahamii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	UTA		EXACT	3048916	
Y	Brassicaceae	Physaria hemiphysaria	Physaria hemiphysaria		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	UTA		EXACT	3049270	
Y	Brassicaceae	Physaria hemiphysaria subsp. hemiphysaria	Physaria hemiphysaria	subsp. hemiphysaria	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225667	
Y	Brassicaceae	Physaria hemiphysaria subsp. lucens	Physaria hemiphysaria	subsp. lucens	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049271	
Y	Brassicaceae	Physaria hitchcockii	Physaria hitchcockii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76	NEV, UTA		EXACT	3049171	
Y	Brassicaceae	Physaria hitchcockii subsp. confluens	Physaria hitchcockii	subsp. confluens	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049174	
Y	Brassicaceae	Physaria hitchcockii subsp. hitchcockii	Physaria hitchcockii	subsp. hitchcockii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225663	
Y	Brassicaceae	Physaria hitchcockii subsp. rubicundula	Physaria hitchcockii	subsp. rubicundula	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3049177	
Y	Brassicaceae	Physaria humilis	Physaria humilis		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT		EXACT	3049099	
Y	Brassicaceae	Physaria inflata	Physaria inflata		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3049080	
Y	Brassicaceae	Physaria integrifola	Physaria integrifola		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	IDA, MNT, WYO		EXACT	8271779	
Y	Brassicaceae	Physaria intermedia	Physaria intermedia		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	76, 77	ARI, NWM, UTA		EXACT	3049054	
Y	Brassicaceae	Physaria iveyana	Physaria iveyana		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	77	NWM		EXACT	10784198	
Y	Brassicaceae	Physaria johnstonii	Physaria johnstonii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	79	MXE		EXACT	3048985	
Y	Brassicaceae	Physaria kingii	Physaria kingii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73, 76, 79	ARI, CAL, IDA, MXN, NEV, ORE, UTA		EXACT	3048936	
Y	Brassicaceae	Physaria kingii subsp. bernardina	Physaria kingii	subsp. bernardina	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048944	
Y	Brassicaceae	Physaria kingii subsp. cobrensis	Physaria kingii	subsp. cobrensis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048956	
Y	Brassicaceae	Physaria kingii subsp. diversifolia	Physaria kingii	subsp. diversifolia	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048949	
Y	Brassicaceae	Physaria kingii subsp. kaibabensis	Physaria kingii	subsp. kaibabensis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048959	
Y	Brassicaceae	Physaria kingii subsp. kingii	Physaria kingii	subsp. kingii	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	7225657	
Y	Brassicaceae	Physaria kingii subsp. latifolia	Physaria kingii	subsp. latifolia	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048937	
Y	Brassicaceae	Physaria kingii subsp. utahensis	Physaria kingii	subsp. utahensis	Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H			NA		EXACT	3048953	
Y	Brassicaceae	Physaria klausii	Physaria klausii		Brassicoideae	Camelinodae (I)	Physarieae	Physaria	H	7	73	MNT		EXACT	3049133	
